nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_E_score,original_decile,E_expanded_decile,GB_IMD_E_rank,GB_IMD_E_pop_decile,GB_IMD_E_pop_quintile
E,E01022004,20.346,10.9,8.9,20.346,5,5,17740,5,3
E,E01031947,20.346,10.1,9.5,20.346,5,5,17740,5,3
E,E01019901,20.346,6.5,4.8,20.346,5,5,17740,5,3
E,E01027316,20.345,12.9,7.7,20.345,5,5,17742,5,3
E,E01020530,20.342,6.7,5.4,20.342,5,5,17743,5,3
S,S01012351,21.82974621,14,10,20.34010101,4,5,17744,5,3
E,E01017967,20.34,12.4,6.8,20.34,5,5,17745.5,5,3
E,E01002229,20.34,13,8.9,20.34,5,5,17745.5,5,3
S,S01011526,21.27844205,11,10,20.33805716,4,5,17747,5,3
E,E01021059,20.336,13.6,9.3,20.336,5,5,17749,5,3
E,E01004547,20.336,13.5,12,20.336,5,5,17749,5,3
E,E01008741,20.336,13.2,10.2,20.336,5,5,17749,5,3
S,S01009492,21.46605224,14,9,20.33529094,4,5,17751,5,3
E,E01033140,20.335,12.5,8.2,20.335,5,5,17752.5,5,3
E,E01024231,20.335,11.9,11.1,20.335,5,5,17752.5,5,3
E,E01028446,20.333,9.5,9.7,20.333,5,5,17754,5,3
S,S01011758,20.37004653,10,8,20.33131455,5,5,17755,5,3
E,E01031190,20.331,13.1,9.1,20.331,5,5,17756,5,3
E,E01027949,20.328,10.9,9.4,20.328,5,5,17757,5,3
E,E01003757,20.327,15.2,9.4,20.327,5,5,17758,5,3
W,W01000032,16.2,15,10,20.32649574,6,5,17759,5,3
E,E01019669,20.326,11,10.4,20.326,5,5,17760.5,5,3
E,E01021489,20.326,11.1,8.7,20.326,5,5,17760.5,5,3
E,E01000505,20.325,13.5,8.1,20.325,5,5,17762,5,3
E,E01017029,20.324,7.2,5.9,20.324,5,5,17763,5,3
E,E01016130,20.322,9,6.6,20.322,5,5,17764,5,3
E,E01011793,20.321,12,10.6,20.321,5,5,17765,5,3
S,S01009479,22.1679366,12,12,20.32043243,4,5,17766,5,3
E,E01030751,20.32,9.6,6.5,20.32,5,5,17767.5,5,3
E,E01031860,20.32,11.4,7.4,20.32,5,5,17767.5,5,3
E,E01033740,20.316,15.3,8.4,20.316,5,5,17769,5,3
W,W01001344,16.1,14,10,20.30819905,6,5,17770,5,3
E,E01020127,20.308,4.8,4.2,20.308,5,5,17771.5,5,3
E,E01030058,20.308,5.9,5.9,20.308,5,5,17771.5,5,3
E,E01028846,20.306,8,5.4,20.306,5,5,17773,5,3
E,E01005964,20.305,9.9,9.3,20.305,5,5,17774.5,5,3
E,E01024595,20.305,12.5,9.5,20.305,5,5,17774.5,5,3
E,E01005296,20.304,12.6,8.3,20.304,5,5,17777,5,3
E,E01002167,20.304,13.6,6.6,20.304,5,5,17777,5,3
E,E01024528,20.304,11.9,11.4,20.304,5,5,17777,5,3
S,S01013429,21.80051799,14,10,20.30241966,4,5,17779,5,3
S,S01009342,21.07898925,14,8,20.30035324,4,5,17780,5,3
E,E01017203,20.299,8.4,7.4,20.299,5,5,17782,5,3
E,E01027138,20.299,8.4,7.7,20.299,5,5,17782,5,3
E,E01009262,20.299,13.3,10.1,20.299,5,5,17782,5,3
E,E01026501,20.298,10.4,8.7,20.298,5,5,17784,5,3
S,S01013310,21.25379245,13,9,20.29787778,4,5,17785,5,3
E,E01007828,20.296,14.9,10.3,20.296,5,5,17786,5,3
E,E01000928,20.295,14.8,10.8,20.295,5,5,17787,5,3
E,E01027215,20.294,8.9,9.6,20.294,5,5,17788,5,3
W,W01000798,15.6,11,11,20.29361305,6,5,17789,5,3
E,E01017158,20.292,8,4.9,20.292,5,5,17790,5,3
E,E01014365,20.291,10.2,10.9,20.291,5,5,17791.5,5,3
E,E01018067,20.291,12.1,9.3,20.291,5,5,17791.5,5,3
E,E01012544,20.286,11.9,10.4,20.286,5,5,17793.5,5,3
E,E01017074,20.286,13,5.7,20.286,5,5,17793.5,5,3
E,E01026594,20.285,13.2,9.8,20.285,5,5,17795,5,3
E,E01032384,20.284,13.2,11,20.284,5,5,17796,5,3
E,E01033414,20.283,13.1,10.5,20.283,5,5,17797,5,3
S,S01013101,23.04704274,15,13,20.281014,4,5,17798,5,3
E,E01005977,20.281,9.6,8.6,20.281,5,5,17799.5,5,3
E,E01006004,20.281,9.5,8.8,20.281,5,5,17799.5,5,3
S,S01010656,21.05721623,12,9,20.28068405,4,5,17801,5,3
E,E01025428,20.28,15.3,11.4,20.28,5,5,17802,5,3
E,E01003666,20.279,16.1,10.4,20.279,5,5,17803,5,3
E,E01007995,20.278,9.7,7.2,20.278,5,5,17804,5,3
E,E01028317,20.276,5.7,6.6,20.276,5,5,17805.5,5,3
E,E01006180,20.276,11.2,8.4,20.276,5,5,17805.5,5,3
E,E01003639,20.275,12.6,9.2,20.275,5,5,17807,5,3
S,S01011926,22.31429746,13,12,20.27288793,4,5,17808,5,3
S,S01009075,22.49674607,14,12,20.27186818,4,5,17809,5,3
E,E01032386,20.271,7.3,6.1,20.271,5,5,17811.5,5,3
E,E01024179,20.271,11.5,6.9,20.271,5,5,17811.5,5,3
E,E01026279,20.271,14.2,11.6,20.271,5,5,17811.5,5,3
E,E01029607,20.271,11.7,12.4,20.271,5,5,17811.5,5,3
E,E01024118,20.269,13.1,10.8,20.269,5,5,17814.5,5,3
E,E01032995,20.269,8.5,7.6,20.269,5,5,17814.5,5,3
E,E01025458,20.268,10.4,10,20.268,5,5,17816,5,3
E,E01012474,20.267,11.7,12.3,20.267,5,5,17817,5,3
E,E01018139,20.266,12.5,9,20.266,5,5,17818,5,3
S,S01011310,22.30696405,13,12,20.26343362,4,5,17819,5,3
E,E01005076,20.263,7.4,5.1,20.263,5,5,17820,5,3
E,E01013700,20.262,12.7,9,20.262,5,5,17821,5,3
E,E01011006,20.261,11.5,9,20.261,5,5,17822,5,3
E,E01018213,20.26,10.5,8.4,20.26,5,5,17823.5,5,3
E,E01013382,20.26,13.1,8.4,20.26,5,5,17823.5,5,3
E,E01019313,20.259,6.1,4.9,20.259,5,5,17825,5,3
E,E01023026,20.258,3.8,4.5,20.258,5,5,17826,5,3
E,E01023400,20.256,12.3,9.9,20.256,5,5,17827,5,3
S,S01011428,21.58104078,13,10,20.25570172,4,5,17828,5,3
S,S01011352,22.49030349,16,11,20.25516149,4,5,17829,5,3
E,E01032823,20.255,11.4,7.6,20.255,5,5,17830.5,5,3
E,E01016404,20.255,15.7,6.3,20.255,5,5,17830.5,5,3
W,W01001580,15.8,14,11,20.25481967,6,5,17832,5,3
E,E01029990,20.254,9.3,6.8,20.254,5,5,17833,5,3
E,E01027017,20.253,11.4,9.7,20.253,5,5,17834.5,5,3
E,E01017475,20.253,13.1,8.3,20.253,5,5,17834.5,5,3
E,E01005269,20.252,9.4,9.5,20.252,5,5,17836,5,3
E,E01016809,20.25,12.3,9.3,20.25,5,5,17838,5,3
E,E01019417,20.25,15.4,9.2,20.25,5,5,17838,5,3
E,E01016376,20.25,11,6.9,20.25,5,5,17838,5,3
W,W01001484,16.2,13,9,20.24959827,6,5,17840,5,3
E,E01032309,20.249,14.7,10.9,20.249,5,5,17841,5,3
E,E01008058,20.247,9.9,11.3,20.247,5,5,17842.5,5,3
E,E01000747,20.247,9,6.3,20.247,5,5,17842.5,5,3
W,W01001593,16.6,15,8,20.24588758,6,5,17844,5,3
E,E01022937,20.245,12.2,8.8,20.245,5,5,17845,5,3
W,W01000803,16.6,12,7,20.24437688,6,5,17846,5,3
E,E01032428,20.244,7.4,7.1,20.244,5,5,17847,5,3
E,E01020967,20.242,15.4,12.5,20.242,5,5,17848,5,3
E,E01028538,20.241,11.7,9,20.241,5,5,17849,5,3
E,E01023285,20.24,12.2,9.8,20.24,5,5,17850,5,3
E,E01009253,20.238,9.8,8.6,20.238,5,5,17851,5,3
E,E01014332,20.237,11.2,11.9,20.237,5,5,17852.5,5,3
E,E01027590,20.237,11,9.6,20.237,5,5,17852.5,5,3
E,E01001859,20.236,18.6,9.6,20.236,5,5,17855,5,3
E,E01027932,20.236,12.8,10.2,20.236,5,5,17855,5,3
E,E01020030,20.236,11.4,7.6,20.236,5,5,17855,5,3
W,W01000664,15.7,10,10,20.23501228,6,5,17857,5,3
E,E01001615,20.234,11.7,7.7,20.234,5,5,17858,5,3
E,E01004737,20.233,14.4,11.1,20.233,5,5,17859.5,5,3
E,E01004661,20.233,12.6,10.3,20.233,5,5,17859.5,5,3
E,E01025061,20.231,9.1,9,20.231,5,5,17861.5,5,3
E,E01017999,20.231,11.8,8.7,20.231,5,5,17861.5,5,3
E,E01012323,20.23,11.1,8,20.23,5,5,17863.5,5,3
E,E01033457,20.23,8.8,4.2,20.23,5,5,17863.5,5,3
S,S01009807,21.75037204,16,9,20.22937009,4,5,17865,5,3
E,E01008766,20.229,12.8,9.8,20.229,5,5,17866,5,3
E,E01008206,20.228,11.7,10.8,20.228,5,5,17868,5,3
E,E01010581,20.228,10.2,8.7,20.228,5,5,17868,5,3
E,E01013733,20.228,11.1,7.3,20.228,5,5,17868,5,3
E,E01018992,20.223,9.9,7.5,20.223,5,5,17870,5,3
E,E01015070,20.222,10.8,10.2,20.222,5,5,17871,5,3
E,E01025025,20.221,12.2,12.2,20.221,5,5,17872,5,3
E,E01005777,20.219,13.9,10.6,20.219,5,5,17873,5,3
S,S01007661,21.00847575,12,9,20.21784726,4,5,17874,5,3
E,E01015655,20.216,10.3,6.7,20.216,5,5,17875.5,5,3
E,E01028931,20.216,12,9.6,20.216,5,5,17875.5,5,3
W,W01001534,16,14,10,20.21451559,6,5,17877,5,3
E,E01008045,20.214,12.9,10.4,20.214,5,5,17878.5,5,3
E,E01016233,20.214,14.2,10,20.214,5,5,17878.5,5,3
E,E01015835,20.213,14.8,9.8,20.213,5,5,17880,5,3
S,S01010962,20.63798218,10,9,20.2126719,5,5,17881,5,3
E,E01006804,20.212,12.7,13.6,20.212,5,5,17882,5,3
E,E01010990,20.211,13.1,9.9,20.211,5,5,17883.5,5,3
E,E01028441,20.211,12.6,8.6,20.211,5,5,17883.5,5,3
E,E01009246,20.209,9.9,7.7,20.209,5,5,17885,5,3
E,E01002440,20.207,11.5,8.3,20.207,5,5,17886,5,3
S,S01008134,23.52629182,14,15,20.2069653,4,5,17887,5,3
S,S01012638,21.36535091,14,9,20.20546561,4,5,17888,5,3
E,E01032798,20.205,12.3,7.7,20.205,5,5,17889,5,3
E,E01007252,20.204,10.1,12.6,20.204,5,5,17890,5,3
E,E01015444,20.203,11.5,10,20.203,5,5,17891,5,3
S,S01007940,22.4364656,12,13,20.20255473,4,5,17892,5,3
E,E01009267,20.202,13.5,8.2,20.202,5,5,17893.5,5,3
E,E01019803,20.202,12.1,9.4,20.202,5,5,17893.5,5,3
E,E01028342,20.2,11.8,11.6,20.2,5,5,17895,5,3
E,E01013317,20.199,10.1,8.7,20.199,5,5,17896,5,3
E,E01022448,20.197,12,11.6,20.197,5,5,17897,5,3
S,S01009516,21.71833628,14,10,20.19647005,4,5,17898,5,3
W,W01000662,15.9,13,10,20.1962189,6,5,17899,5,3
E,E01023068,20.196,11.3,10.3,20.196,5,5,17900,5,3
E,E01018842,20.195,12.1,8.9,20.195,5,5,17901,5,3
E,E01002696,20.191,10.5,6.3,20.191,5,5,17902,5,3
E,E01029425,20.188,4.8,5.1,20.188,5,5,17903,5,3
E,E01011147,20.187,11.2,8.8,20.187,5,5,17905,5,3
E,E01013616,20.187,15.2,8.9,20.187,5,5,17905,5,3
E,E01023861,20.187,11.1,8.1,20.187,5,5,17905,5,3
E,E01013268,20.185,8.9,8.2,20.185,5,5,17907,5,3
S,S01008238,22.60946834,15,12,20.18095642,4,5,17908,5,3
E,E01019480,20.178,10.3,9.8,20.178,5,5,17909,5,3
S,S01012508,22.42277906,14,12,20.17650905,4,5,17910,5,3
W,W01001941,17.1,1,1,20.1760226,6,5,17911,5,3
E,E01004016,20.176,13.3,9.6,20.176,5,5,17915,5,3
E,E01006427,20.176,12.3,10.7,20.176,5,5,17915,5,3
E,E01017844,20.176,15.4,11.8,20.176,5,5,17915,5,3
E,E01003683,20.176,15.5,8.3,20.176,5,5,17915,5,3
E,E01025716,20.176,14.9,10.2,20.176,5,5,17915,5,3
E,E01006006,20.176,13.5,9.5,20.176,5,5,17915,5,3
E,E01002240,20.176,14.9,10.2,20.176,5,5,17915,5,3
E,E01002455,20.172,11.3,8.8,20.172,5,5,17919,5,3
E,E01026985,20.171,8.7,8.8,20.171,5,5,17920.5,5,3
E,E01008386,20.171,13.9,11.3,20.171,5,5,17920.5,5,3
S,S01012465,20.61072884,12,8,20.16913574,5,5,17922,5,3
E,E01027789,20.169,14.4,8.8,20.169,5,5,17923,5,3
S,S01011141,21.69566042,14,10,20.16723608,4,5,17924,5,3
E,E01020650,20.166,14.3,10.9,20.166,5,5,17925.5,5,3
E,E01018183,20.166,13,8.7,20.166,5,5,17925.5,5,3
E,E01014280,20.165,7.9,9.3,20.165,5,5,17928,5,3
E,E01019534,20.165,11.8,12.5,20.165,5,5,17928,5,3
E,E01006129,20.165,11.5,13.6,20.165,5,5,17928,5,3
E,E01020410,20.164,6.4,4.8,20.164,5,5,17930,5,3
S,S01007078,21.86949241,13,11,20.16350851,4,5,17931,5,3
E,E01033141,20.162,16.6,10.2,20.162,5,5,17932,5,3
S,S01011502,21.51435316,15,9,20.16132643,4,5,17933,5,3
S,S01010706,21.5076318,13,10,20.16106201,4,5,17934,5,3
E,E01010256,20.161,11.7,11.1,20.161,5,5,17935.5,5,3
E,E01000738,20.161,11.7,8.9,20.161,5,5,17935.5,5,3
E,E01018851,20.155,12.7,9.7,20.155,5,5,17937,5,3
E,E01018273,20.154,12,9,20.154,5,5,17938.5,5,3
E,E01009295,20.154,13.3,9.3,20.154,5,5,17938.5,5,3
E,E01014018,20.153,5.7,3.6,20.153,5,5,17940,5,3
E,E01021429,20.152,15.9,10.7,20.152,5,5,17941,5,3
W,W01000613,16.5,12,7,20.15069342,6,5,17942,5,3
E,E01008246,20.149,16,11.8,20.149,5,5,17944,5,3
E,E01001718,20.149,7.2,3.8,20.149,5,5,17944,5,3
E,E01012440,20.149,7.5,9.7,20.149,5,5,17944,5,3
S,S01007961,18.04749038,4,5,20.14666114,5,5,17946,5,3
E,E01029946,20.146,11,9.9,20.146,5,5,17947.5,5,3
E,E01009289,20.146,5.5,2.4,20.146,5,5,17947.5,5,3
E,E01026911,20.145,16.1,13.5,20.145,5,5,17949.5,5,3
E,E01019438,20.145,13.6,9.9,20.145,5,5,17949.5,5,3
E,E01025867,20.142,9.1,10.1,20.142,5,5,17951,5,3
E,E01011928,20.141,14.3,11.6,20.141,5,5,17952.5,5,3
E,E01031606,20.141,10.4,10,20.141,5,5,17952.5,5,3
E,E01029838,20.14,9.7,8.3,20.14,5,5,17954,5,3
E,E01033010,20.139,1.3,1.3,20.139,5,5,17956,5,3
E,E01030229,20.139,11.2,7.5,20.139,5,5,17956,5,3
E,E01032654,20.139,12.9,10,20.139,5,5,17956,5,3
E,E01023537,20.137,12,8.3,20.137,5,5,17958,5,3
E,E01002876,20.135,12.3,9.1,20.135,5,5,17959.5,5,3
E,E01021651,20.135,11.7,7.4,20.135,5,5,17959.5,5,3
E,E01021640,20.134,11.2,10,20.134,5,5,17961,5,3
E,E01017261,20.133,7.7,7.3,20.133,5,5,17962,5,3
E,E01028031,20.132,11.6,13,20.132,5,5,17963,5,3
S,S01012649,22.02826348,14,11,20.13196339,4,5,17964,5,3
E,E01023862,20.131,9.8,7,20.131,5,5,17965.5,5,3
E,E01002307,20.131,14,8.7,20.131,5,5,17965.5,5,3
E,E01022009,20.128,11.2,10.2,20.128,5,5,17968.5,5,3
E,E01000699,20.128,14,9,20.128,5,5,17968.5,5,3
E,E01016787,20.128,12.3,9,20.128,5,5,17968.5,5,3
E,E01002010,20.128,12.6,11.1,20.128,5,5,17968.5,5,3
E,E01004709,20.127,17.5,12,20.127,5,5,17971,5,3
E,E01015571,20.123,11.8,8.4,20.123,5,5,17973,5,3
E,E01019837,20.123,11.2,9.1,20.123,5,5,17973,5,3
E,E01031933,20.123,14.5,11,20.123,5,5,17973,5,3
S,S01011223,21.65426517,12,11,20.12226968,4,5,17975,5,3
E,E01016378,20.121,9.9,7.6,20.121,5,5,17976,5,3
S,S01011742,21.84269971,15,10,20.12056622,4,5,17977,5,3
S,S01008064,23.28845549,17,13,20.11977689,4,5,17978,5,3
E,E01001259,20.119,12.6,6.6,20.119,5,5,17979,5,3
S,S01012528,20.57139609,12,8,20.1184275,5,5,17980,5,3
E,E01033708,20.118,3.7,2.8,20.118,5,5,17981.5,5,3
E,E01002769,20.118,11.1,7.6,20.118,5,5,17981.5,5,3
S,S01007488,22.73681104,14,13,20.11729433,4,5,17983,5,3
E,E01020065,20.117,12.2,10,20.117,5,5,17984.5,5,3
E,E01018719,20.117,13,10.7,20.117,5,5,17984.5,5,3
E,E01006199,20.116,13.4,11,20.116,5,5,17986,5,3
W,W01000518,16.3,13,8,20.11561074,6,5,17987,5,3
E,E01020848,20.114,14.5,10.3,20.114,5,5,17988.5,5,3
E,E01014537,20.114,12.7,8.4,20.114,5,5,17988.5,5,3
S,S01012318,21.46964723,13,10,20.11209187,4,5,17990,5,3
E,E01008643,20.112,14.3,12.5,20.112,5,5,17991,5,3
E,E01009247,20.109,11,6.8,20.109,5,5,17992,5,3
E,E01006142,20.107,15.5,11.1,20.107,5,5,17993,5,3
E,E01028636,20.101,14,10.7,20.101,5,5,17994.5,5,3
E,E01032217,20.101,8.8,7.5,20.101,5,5,17994.5,5,3
E,E01030281,20.099,13,10.1,20.099,5,5,17996,5,3
W,W01000351,16.2,15,9,20.09882475,6,5,17997,5,3
E,E01021868,20.098,12.4,9.4,20.098,5,5,17998,5,3
E,E01002648,20.096,10.3,5.9,20.096,5,5,17999,5,3
S,S01007337,23.09305451,18,12,20.09569746,4,5,18000,5,3
E,E01000580,20.094,13.6,8.9,20.094,5,5,18001.5,5,3
E,E01019152,20.094,8.4,13.9,20.094,5,5,18001.5,5,3
E,E01010554,20.091,12,10.2,20.091,5,5,18003,5,3
S,S01008319,23.25304846,13,15,20.09093142,4,5,18004,5,3
E,E01016599,20.09,12.6,11.6,20.09,5,5,18005.5,5,3
E,E01019639,20.09,16.3,10.3,20.09,5,5,18005.5,5,3
E,E01013498,20.089,11.3,8.8,20.089,5,5,18007,5,3
E,E01028886,20.088,14.7,11.1,20.088,5,5,18008,5,3
E,E01006008,20.087,10.2,9.1,20.087,5,5,18009,5,3
W,W01001431,15.7,12,10,20.08423876,6,5,18010,5,3
E,E01016560,20.084,13.8,10.6,20.084,5,5,18012.5,5,3
E,E01013790,20.084,5.7,6.2,20.084,5,5,18012.5,5,3
E,E01032724,20.084,10.4,8.4,20.084,5,5,18012.5,5,3
E,E01023332,20.084,11.5,8,20.084,5,5,18012.5,5,3
E,E01013132,20.083,13.1,10.2,20.083,5,5,18015,5,3
E,E01026445,20.081,11.6,10.6,20.081,5,5,18016.5,5,3
E,E01032472,20.081,4.1,4.6,20.081,5,5,18016.5,5,3
S,S01012865,21.63502175,16,9,20.08065917,4,5,18018,5,3
E,E01033575,20.08,2.2,0.8,20.08,5,5,18019.5,5,3
E,E01016884,20.08,14.5,10.8,20.08,5,5,18019.5,5,3
E,E01020295,20.079,6.6,5.4,20.079,5,5,18021.5,5,3
E,E01026466,20.079,12.6,9.3,20.079,5,5,18021.5,5,3
E,E01032499,20.076,7,7.7,20.076,5,5,18023,5,3
E,E01009765,20.075,10,8.7,20.075,5,5,18024,5,3
E,E01029324,20.074,14.6,10.3,20.074,5,5,18025,5,3
E,E01012941,20.073,12.9,12.2,20.073,5,5,18026,5,3
E,E01026738,20.072,8.2,7.6,20.072,5,5,18027.5,5,3
E,E01009590,20.072,11,9.1,20.072,5,5,18027.5,5,3
E,E01029740,20.07,12.6,11,20.07,5,5,18030.5,5,3
E,E01027503,20.07,6.7,6.9,20.07,5,5,18030.5,5,3
E,E01021216,20.07,14,11.7,20.07,5,5,18030.5,5,3
E,E01015742,20.07,10.1,6.2,20.07,5,5,18030.5,5,3
E,E01032340,20.069,11.9,11.5,20.069,5,5,18033.5,5,3
E,E01021195,20.069,9.9,9.5,20.069,5,5,18033.5,5,3
W,W01000959,15.6,14,11,20.06745277,6,5,18035,5,3
E,E01030459,20.067,8.7,6.1,20.067,5,5,18037,5,3
E,E01015750,20.067,13,8.5,20.067,5,5,18037,5,3
E,E01024181,20.067,7,5.8,20.067,5,5,18037,5,3
E,E01024638,20.066,12.2,10.7,20.066,5,5,18039,5,3
W,W01001472,15.6,11,10,20.06594207,6,5,18040,5,3
E,E01014753,20.065,13.4,10.3,20.065,5,5,18042,5,3
E,E01002621,20.065,12.4,8.3,20.065,5,5,18042,5,3
E,E01024546,20.065,8.6,9.2,20.065,5,5,18042,5,3
E,E01008276,20.064,13.2,11.4,20.064,5,5,18044,5,3
S,S01009858,21.07235449,13,9,20.06396587,4,5,18045,5,3
E,E01011648,20.063,10.6,7.5,20.063,5,5,18046.5,5,3
E,E01024495,20.063,11.9,9.8,20.063,5,5,18046.5,5,3
S,S01008584,21.2542753,14,9,20.06226566,4,5,18048,5,3
E,E01018791,20.062,15.3,10.5,20.062,5,5,18049,5,3
E,E01023411,20.058,13.5,10.7,20.058,5,5,18050,5,3
W,W01001613,16.4,12,7,20.05700997,6,5,18051.5,5,3
W,W01000524,16.4,12,7,20.05700997,6,5,18051.5,5,3
E,E01023828,20.057,13.8,8.9,20.057,5,5,18053,5,3
E,E01016855,20.056,11.9,7.4,20.056,5,5,18054,5,3
W,W01001906,16.4,9,6,20.05549927,6,5,18055,5,3
E,E01031611,20.055,5.4,4,20.055,5,5,18056,5,3
S,S01007196,21.43177807,15,9,20.05486968,4,5,18057,5,3
E,E01025415,20.054,9.6,10,20.054,5,5,18058,5,3
E,E01020072,20.053,5.7,5,20.053,5,5,18059.5,5,3
E,E01014861,20.053,9.4,6.8,20.053,5,5,18059.5,5,3
W,W01000079,16.8,11,5,20.05178857,6,5,18061,5,3
E,E01032342,20.051,12.8,8.9,20.051,5,5,18062,5,3
E,E01018620,20.05,12.3,13.2,20.05,5,5,18063,5,3
S,S01011822,21.41902758,13,10,20.04683243,4,5,18064,5,3
E,E01002237,20.045,13.4,10.3,20.045,5,5,18065,5,3
E,E01009281,20.044,11.1,9.4,20.044,5,5,18066,5,3
E,E01000932,20.043,16.4,9.8,20.043,5,5,18068,5,3
E,E01028016,20.043,10.6,10.3,20.043,5,5,18068,5,3
E,E01031009,20.043,12.6,8.5,20.043,5,5,18068,5,3
E,E01018648,20.042,5.7,5.1,20.042,5,5,18070,5,3
E,E01017324,20.041,11.8,11.7,20.041,5,5,18071,5,3
E,E01006021,20.04,10.7,9.2,20.04,5,5,18073,5,3
E,E01001613,20.04,14.7,10.4,20.04,5,5,18073,5,3
E,E01011741,20.04,12.6,10.8,20.04,5,5,18073,5,3
E,E01029123,20.039,11.3,12.6,20.039,5,5,18075,5,3
E,E01026443,20.035,10.8,8.3,20.035,5,5,18076,5,3
E,E01008771,20.034,13.5,11.9,20.034,5,5,18077,5,3
S,S01011593,21.04900224,13,9,20.03385987,4,5,18078,5,3
E,E01001301,20.032,11.8,7.2,20.032,5,5,18079,5,3
S,S01010943,21.95009939,14,11,20.03119334,4,5,18080,5,3
E,E01028024,20.031,12.3,10.2,20.031,5,5,18081,5,3
E,E01030106,20.027,12.1,10.3,20.027,5,5,18082,5,3
E,E01023095,20.026,12.5,8.2,20.026,5,5,18083,5,3
E,E01023399,20.025,9.6,8,20.025,5,5,18084.5,5,3
E,E01002874,20.025,10.7,7.8,20.025,5,5,18084.5,5,3
E,E01021922,20.024,14.2,11.3,20.024,5,5,18086,5,3
E,E01017283,20.023,9.6,8.8,20.023,5,5,18087,5,3
E,E01021664,20.022,10,8.2,20.022,5,5,18088,5,3
W,W01000338,16.2,13,8,20.02192729,6,5,18089,5,3
E,E01010970,20.021,11.8,8.8,20.021,5,5,18090,5,3
S,S01011115,22.30179589,14,12,20.02053616,4,5,18091,5,3
E,E01028092,20.019,14.4,13.1,20.019,5,5,18092.5,5,3
E,E01025842,20.019,12.7,9.7,20.019,5,5,18092.5,5,3
E,E01017430,20.018,14.9,9.6,20.018,5,5,18094,5,3
S,S01009413,21.57261576,12,11,20.01700632,4,5,18095,5,3
S,S01008786,21.57252329,12,11,20.0168871,4,5,18096,5,3
E,E01026419,20.016,7.5,7.1,20.016,5,5,18098,5,3
E,E01026727,20.016,7.1,7.2,20.016,5,5,18098,5,3
E,E01005711,20.016,9.7,9.5,20.016,5,5,18098,5,3
W,W01000459,16.6,9,5,20.01519519,6,5,18100,5,3
E,E01033073,20.014,8.2,7.5,20.014,5,5,18101,5,3
E,E01013500,20.013,11.3,9.6,20.013,5,5,18102.5,5,3
E,E01015748,20.013,11.2,10,20.013,5,5,18102.5,5,3
S,S01012566,22.65583254,14,13,20.01289591,4,5,18104,5,3
S,S01013389,22.11175058,13,12,20.01176216,4,5,18105,5,3
E,E01008346,20.01,14.2,7.6,20.01,5,5,18106,5,3
E,E01017570,20.007,8.8,5.6,20.007,5,5,18107,5,3
E,E01031309,20.004,13.1,10.4,20.004,5,5,18108,5,3
W,W01000400,16.5,17,8,20.0014306,6,5,18109,5,3
E,E01030174,20.001,6,5.2,20.001,5,5,18112,5,3
E,E01022344,20.001,11.8,8.1,20.001,5,5,18112,5,3
E,E01000398,20.001,11.9,10.6,20.001,5,5,18112,5,3
E,E01008565,20.001,11.8,9,20.001,5,5,18112,5,3
E,E01015334,20.001,14,12.2,20.001,5,5,18112,5,3
E,E01032198,19.999,6.2,4.1,19.999,5,5,18116,5,3
E,E01002299,19.999,12.3,8.6,19.999,5,5,18116,5,3
E,E01027822,19.999,7.8,6.7,19.999,5,5,18116,5,3
E,E01008034,19.998,12.9,11.4,19.998,5,5,18118,5,3
E,E01019407,19.993,9.7,10.5,19.993,5,5,18120,5,3
E,E01006930,19.993,14.8,11.5,19.993,5,5,18120,5,3
E,E01008416,19.993,12,10.1,19.993,5,5,18120,5,3
E,E01009527,19.988,9.1,9.2,19.988,5,5,18122.5,5,3
E,E01011440,19.988,4.4,3.2,19.988,5,5,18122.5,5,3
S,S01009484,22.99545887,14,14,19.98667771,4,5,18124,5,3
E,E01029313,19.986,9.8,8.9,19.986,5,5,18125,5,3
W,W01001712,16,11,8,19.98533391,6,5,18126,5,3
E,E01001185,19.985,12.4,8,19.985,5,5,18127,5,3
E,E01026718,19.984,8.5,9,19.984,5,5,18128,5,3
S,S01007596,19.72514914,6,9,19.98077545,5,5,18129,5,3
E,E01022810,19.98,12.4,8.4,19.98,5,5,18130,5,3
E,E01007223,19.979,12.2,11.4,19.979,5,5,18131,5,3
E,E01029071,19.978,13.6,11.3,19.978,5,5,18132,5,3
E,E01023304,19.977,10.9,10.1,19.977,5,5,18134.5,5,3
E,E01029922,19.977,12,8.5,19.977,5,5,18134.5,5,3
E,E01028955,19.977,13.9,11.5,19.977,5,5,18134.5,5,3
E,E01001914,19.977,10.6,8.3,19.977,5,5,18134.5,5,3
E,E01013437,19.976,8.6,16.7,19.976,5,5,18137,5,3
E,E01023792,19.975,12.5,8.8,19.975,5,5,18139,5,3
E,E01017542,19.975,7.9,7.6,19.975,5,5,18139,5,3
E,E01031394,19.975,11.9,10.3,19.975,5,5,18139,5,3
E,E01015763,19.974,11.4,8.5,19.974,5,5,18141,5,3
E,E01031262,19.972,14.6,8,19.972,5,5,18142,5,3
E,E01032516,19.971,10.5,7.7,19.971,5,5,18143.5,5,3
E,E01002143,19.971,13.9,8.4,19.971,5,5,18143.5,5,3
E,E01020013,19.969,10.4,8.5,19.969,5,5,18145,5,3
