nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_E_score,original_decile,E_expanded_decile,GB_IMD_E_rank,GB_IMD_E_pop_decile,GB_IMD_E_pop_quintile
E,E01006691,69.234,37.4,22.1,69.234,1,1,427,1,1
W,W01001955,64.7,39,33,69.19012066,1,1,428,1,1
E,E01006357,69.187,38.4,27.2,69.187,1,1,429,1,1
E,E01006735,69.181,41.4,32.3,69.181,1,1,430,1,1
E,E01010735,69.178,40.5,26.9,69.178,1,1,431,1,1
E,E01012304,69.177,40.5,30.8,69.177,1,1,432,1,1
S,S01010150,70.03886352,37,27,69.16929275,1,1,433,1,1
W,W01001339,66.4,43,27,69.1151664,1,1,434,1,1
E,E01013632,69.112,37.6,28.6,69.112,1,1,435,1,1
E,E01008666,69.062,47.7,36.6,69.062,1,1,436,1,1
E,E01026048,69.053,31.9,35.4,69.053,1,1,437,1,1
E,E01012045,69.039,43.1,31.2,69.039,1,1,438,1,1
E,E01013638,69.014,42,27.9,69.014,1,1,439,1,1
S,S01009775,69.37501279,36,26,69.01375172,1,1,440,1,1
E,E01026173,68.992,42.1,31.9,68.992,1,1,441,1,1
W,W01001739,67.3,44,23,68.97224677,1,1,442,1,1
E,E01012785,68.953,40.3,31.1,68.953,1,1,443,1,1
S,S01010202,69.68432201,36,27,68.94844836,1,1,444,1,1
S,S01007803,70.03985689,38,27,68.93433882,1,1,445,1,1
E,E01005205,68.922,39.4,28,68.922,1,1,446,1,1
S,S01009986,71.47571625,42,29,68.91239007,1,1,447,1,1
E,E01005089,68.892,40.4,29.1,68.892,1,1,448,1,1
E,E01013725,68.881,40,27.6,68.881,1,1,449,1,1
E,E01010800,68.848,39.3,32.6,68.848,1,1,450,1,1
S,S01010230,72.8529172,42,33,68.83161991,1,1,451,1,1
E,E01008437,68.773,49,40.1,68.773,1,1,452,1,1
E,E01033471,68.771,48,31.9,68.771,1,1,453,1,1
S,S01009471,73.31727628,43,34,68.72997401,1,1,454,1,1
S,S01012502,70.06870975,41,26,68.72690081,1,1,455,1,1
E,E01006453,68.706,42.1,33.9,68.706,1,1,456,1,1
S,S01010133,70.75622703,37,30,68.70192093,1,1,457,1,1
E,E01011623,68.697,38.6,27,68.697,1,1,458,1,1
E,E01011750,68.664,39.9,30.5,68.664,1,1,459,1,1
E,E01012856,68.654,41.4,32.1,68.654,1,1,460,1,1
E,E01015153,68.64,41.1,32.4,68.64,1,1,461,1,1
E,E01024580,68.633,27.2,26.2,68.633,1,1,462,1,1
E,E01007737,68.626,42,33.1,68.626,1,1,463,1,1
W,W01001704,66.6,40,23,68.61800964,1,1,464,1,1
E,E01019140,68.578,40,32.2,68.578,1,1,465,1,1
S,S01007701,71.34708393,35,33,68.54392456,1,1,466,1,1
S,S01010890,71.34295274,43,29,68.50499522,1,1,467,1,1
E,E01006699,68.487,38.4,32.4,68.487,1,1,468,1,1
W,W01001479,65,40,29,68.48510032,1,1,469,1,1
E,E01011427,68.482,34.5,23.8,68.482,1,1,470,1,1
E,E01013165,68.477,38.9,23.5,68.477,1,1,471,1,1
E,E01010737,68.418,35.6,26.8,68.418,1,1,472,1,1
E,E01012075,68.402,44.7,28.1,68.402,1,1,473,1,1
E,E01006518,68.396,39.6,31.5,68.396,1,1,474,1,1
E,E01006546,68.39,35.4,29.3,68.39,1,1,475,1,1
E,E01009124,68.387,44.9,27,68.387,1,1,476,1,1
E,E01020979,68.356,35.9,29.4,68.356,1,1,477,1,1
E,E01014593,68.352,39.6,27.1,68.352,1,1,478,1,1
E,E01005130,68.324,37.5,28.8,68.324,1,1,479,1,1
E,E01017035,68.323,37.9,26.9,68.323,1,1,480,1,1
E,E01024590,68.275,40.1,36.3,68.275,1,1,481,1,1
S,S01012728,68.80826195,40,24,68.26628832,1,1,482,1,1
E,E01013730,68.224,38,28.2,68.224,1,1,483,1,1
S,S01011492,67.45847622,33,24,68.17977126,1,1,484,1,1
E,E01011312,68.158,37.1,26.7,68.158,1,1,485,1,1
S,S01007790,67.62587742,38,22,68.14255053,1,1,486,1,1
E,E01010456,68.126,49.6,33,68.126,1,1,487,1,1
E,E01009129,68.125,39.8,28.5,68.125,1,1,488,1,1
E,E01007947,68.121,38,36.6,68.121,1,1,489,1,1
S,S01009776,70.13348164,40,28,68.11850333,1,1,490,1,1
E,E01006706,68.114,40.2,32.3,68.114,1,1,491,1,1
S,S01011475,70.82559511,36,32,68.09944892,1,1,492,1,1
E,E01012783,68.061,36.7,29.1,68.061,1,1,493,1,1
S,S01010873,70.97849141,37,32,68.06032998,1,1,494,1,1
E,E01013221,68.055,38.2,28.6,68.055,1,1,495,1,1
E,E01014108,68.039,41.7,30.1,68.039,1,1,496,1,1
W,W01001303,65,35,25,67.95135018,1,1,497,1,1
E,E01008841,67.875,39,29.7,67.875,1,1,498,1,1
E,E01006444,67.855,41.2,29.7,67.855,1,1,499,1,1
E,E01007019,67.849,45.4,34,67.849,1,1,500,1,1
E,E01010822,67.825,35.2,26.4,67.825,1,1,501,1,1
E,E01008907,67.824,40.9,28.1,67.824,1,1,502,1,1
E,E01032889,67.813,45.7,24.4,67.813,1,1,503,1,1
W,W01001144,65.4,39,24,67.79686596,1,1,504,1,1
S,S01011657,69.14232264,36,28,67.78562814,1,1,505,1,1
E,E01014832,67.78,41.4,33.8,67.78,1,1,506,1,1
E,E01006614,67.776,35.2,29.5,67.776,1,1,507,1,1
S,S01010141,69.68031663,39,28,67.77051237,1,1,508,1,1
E,E01033035,67.767,38.5,23.8,67.767,1,1,509,1,1
E,E01006411,67.76,37.1,31.8,67.76,1,1,510,1,1
E,E01010850,67.754,39.6,25.7,67.754,1,1,511,1,1
E,E01012843,67.75,39.8,26.6,67.75,1,1,512,1,1
E,E01014594,67.738,43.8,27,67.738,1,1,513,1,1
E,E01011371,67.717,34.5,28.2,67.717,1,1,514,1,1
E,E01013692,67.708,42.5,30,67.708,1,1,515,1,1
S,S01010177,70.17497275,42,28,67.69952493,1,1,516,1,1
E,E01008980,67.673,40.5,28.1,67.673,1,1,517,1,1
S,S01008011,68.67660296,32,29,67.66608702,1,1,518,1,1
E,E01010777,67.63,33.3,32.9,67.63,1,1,519,1,1
S,S01010112,68.11744944,35,26,67.62872115,1,1,520,1,1
E,E01025041,67.622,35.8,27,67.622,1,1,521,1,1
E,E01025582,67.619,33.4,30.2,67.619,1,1,522,1,1
E,E01010107,67.581,39.2,29.9,67.581,1,1,523,1,1
E,E01006775,67.548,42,32.3,67.548,1,1,524,1,1
E,E01012639,67.54,41.3,30.7,67.54,1,1,525,1,1
E,E01007010,67.539,39.3,32.9,67.539,1,1,526,1,1
E,E01008017,67.487,38.7,29.5,67.487,1,1,527,1,1
S,S01012064,69.45991098,39,28,67.48636287,1,1,528,1,1
E,E01006445,67.486,40.6,29,67.486,1,1,529,1,1
E,E01005004,67.478,39,40.1,67.478,1,1,530,1,1
W,W01000864,65.5,42,23,67.43671814,1,1,531,1,1
E,E01012381,67.435,42,32.6,67.435,1,1,532,1,1
S,S01010361,70.84612912,35,34,67.43401944,1,1,533,1,1
W,W01001740,65.9,44,22,67.43300744,1,1,534,1,1
S,S01010171,67.77945168,34,26,67.42920515,1,1,535,1,1
E,E01013279,67.405,36.4,30.2,67.405,1,1,536,1,1
S,S01009935,70.10450258,37,31,67.39764188,1,1,537,1,1
E,E01008214,67.387,43.6,27.8,67.387,1,1,538,1,1
E,E01012044,67.383,41,28.5,67.383,1,1,539,1,1
E,E01012788,67.381,39.5,26.7,67.381,1,1,540,1,1
E,E01008913,67.372,47.8,31.1,67.372,1,1,541,1,1
E,E01014580,67.37,37.5,25,67.37,1,1,542,1,1
E,E01008425,67.363,40.5,38,67.363,1,1,543,1,1
W,W01000921,64.1,38,27,67.33738079,1,1,544,1,1
E,E01005142,67.29,44.2,29.1,67.29,1,1,545,1,1
E,E01012875,67.283,37.5,26,67.283,1,1,546,1,1
E,E01012782,67.275,41.2,29.2,67.275,1,1,547,1,1
E,E01033693,67.256,34.6,25.2,67.256,1,1,548,1,1
E,E01005132,67.227,35.5,25.4,67.227,1,1,549,1,1
E,E01012254,67.217,44.4,32.9,67.217,1,1,550,1,1
E,E01012880,67.207,42.2,28.2,67.207,1,1,551,1,1
E,E01032755,67.169,35.3,30.8,67.169,1,1,552,1,1
S,S01013166,70.10375392,38,31,67.16044208,1,1,553,1,1
E,E01009367,67.159,39.1,27.5,67.159,1,1,554,1,1
E,E01027874,67.147,43,31,67.147,1,1,555.5,1,1
E,E01012873,67.147,41.5,29,67.147,1,1,555.5,1,1
W,W01000817,64.3,40,26,67.14630319,1,1,557,1,1
E,E01008438,67.144,41.6,32.2,67.144,1,1,558.5,1,1
E,E01011780,67.144,37.6,32.2,67.144,1,1,558.5,1,1
E,E01026129,67.143,39.2,29.9,67.143,1,1,560,1,1
E,E01012754,67.14,34,31.4,67.14,1,1,561,1,1
E,E01006440,67.136,42.2,29.9,67.136,1,1,562,1,1
E,E01007735,67.133,41.4,30.1,67.133,1,1,563,1,1
E,E01009607,67.115,41.9,31.3,67.115,1,1,564,1,1
S,S01010209,69.14348259,35,30,67.09522141,1,1,565,1,1
W,W01001738,66.5,47,19,67.08593492,1,1,566,1,1
E,E01008702,67.052,39.2,34.2,67.052,1,1,567,1,1
S,S01010313,69.84864774,41,29,67.05098919,1,1,568,1,1
E,E01007204,67.045,41.2,33.5,67.045,1,1,569,1,1
E,E01004787,67.018,43.5,32.2,67.018,1,1,570,1,1
W,W01000830,65.5,42,21,66.98137617,1,1,571,1,1
E,E01004841,66.979,43.1,29.2,66.979,1,1,572,1,1
E,E01008305,66.965,39.8,29.9,66.965,1,1,573,1,1
E,E01011473,66.932,36.6,27.1,66.932,1,1,574,1,1
E,E01012781,66.929,38.8,30.1,66.929,1,1,575,1,1
E,E01012113,66.919,42.4,27.1,66.919,1,1,576,1,1
E,E01005325,66.915,39.2,29.8,66.915,1,1,577,1,1
E,E01011344,66.91,35.7,22.9,66.91,1,1,578,1,1
E,E01014118,66.907,39.8,29.7,66.907,1,1,579,1,1
E,E01006791,66.9,38.9,31.3,66.9,1,1,580,1,1
E,E01012601,66.894,41.2,31.3,66.894,1,1,581,1,1
E,E01012085,66.893,40.8,29.9,66.893,1,1,582,1,1
E,E01008227,66.873,40.2,28.6,66.873,1,1,583,1,1
S,S01007463,67.90340678,41,24,66.863504,1,1,584,1,1
E,E01009099,66.836,37,28.7,66.836,1,1,585,1,1
S,S01007797,67.67923274,36,26,66.82753252,1,1,586,1,1
E,E01008817,66.792,43.9,30.7,66.792,1,1,587,1,1
E,E01014585,66.779,40.2,25,66.779,1,1,588,1,1
E,E01008839,66.767,39.5,31.2,66.767,1,1,589,1,1
E,E01010739,66.752,36.4,25.1,66.752,1,1,590,1,1
E,E01021970,66.742,36.3,30.2,66.742,1,1,591,1,1
S,S01010165,67.24628638,34,26,66.74184229,1,1,592,1,1
E,E01012888,66.719,38.2,24.9,66.719,1,1,593,1,1
E,E01007303,66.713,42.9,34.1,66.713,1,1,594,1,1
E,E01033767,66.704,39.6,29.1,66.704,1,1,595,1,1
E,E01024663,66.676,42.1,27.8,66.676,1,1,596,1,1
E,E01005466,66.643,41.4,30.3,66.643,1,1,597,1,1
E,E01006615,66.636,37.7,28.3,66.636,1,1,598,1,1
E,E01005828,66.625,38.3,30.8,66.625,1,1,599,1,1
E,E01009539,66.621,37.9,31.3,66.621,1,1,600,1,1
S,S01010253,68.25051806,40,26,66.61910172,1,1,601,1,1
W,W01000939,62.2,36,31,66.61885266,1,1,602,1,1
E,E01006952,66.597,39.5,37.1,66.597,1,1,603,1,1
E,E01005189,66.578,36.9,29.6,66.578,1,1,604,1,1
E,E01011999,66.571,44.1,32,66.571,1,1,605,1,1
E,E01009155,66.559,37.3,30,66.559,1,1,606,1,1
S,S01010037,66.73975671,36,24,66.54448594,1,1,607,1,1
E,E01009514,66.535,34.6,27.4,66.535,1,1,608,1,1
E,E01009128,66.527,36.6,26.3,66.527,1,1,609,1,1
S,S01010067,67.08770732,38,24,66.52059866,1,1,610,1,1
E,E01008220,66.456,37.9,28.7,66.456,1,1,611.5,1,1
E,E01016866,66.456,39.7,33.4,66.456,1,1,611.5,1,1
E,E01012859,66.451,35.8,24.4,66.451,1,1,613,1,1
E,E01005484,66.441,43.5,27.5,66.441,1,1,614,1,1
S,S01010358,69.17825041,36,31,66.4397415,1,1,615,1,1
E,E01027974,66.426,39,29.6,66.426,1,1,616,1,1
S,S01009633,67.37238547,40,24,66.41513981,1,1,617,1,1
S,S01012885,66.24801613,34,24,66.38299754,1,1,618,1,1
S,S01009636,70.20949016,38,33,66.36862171,1,1,619,1,1
S,S01010359,68.75449917,40,28,66.34070322,1,1,620,1,1
S,S01010311,66.3911949,35,24,66.33135064,1,1,621,1,1
E,E01007207,66.329,39.6,32.8,66.329,1,1,622,1,1
E,E01026968,66.317,35.8,30.3,66.317,1,1,623,1,1
E,E01009364,66.314,42.1,28.5,66.314,1,1,624,1,1
S,S01012748,67.28012528,36,26,66.31299859,1,1,625,1,1
E,E01010623,66.301,38.8,23.3,66.301,1,1,626,1,1
S,S01010901,66.90258769,36,25,66.29034115,1,1,627,1,1
S,S01011420,66.88780906,32,27,66.28809004,1,1,628,1,1
S,S01009799,67.26711837,40,24,66.27942825,1,1,629,1,1
E,E01007009,66.265,40.6,34.3,66.265,1,1,630,1,1
W,W01000886,63.1,37,26,66.24826204,1,1,631,1,1
E,E01007292,66.241,39,29.3,66.241,1,1,632,1,1
E,E01014224,66.239,32.9,28.8,66.239,1,1,633,1,1
E,E01008391,66.215,40.8,30.9,66.215,1,1,634,1,1
W,W01000992,62.9,35,26,66.21166866,1,1,635,1,1
E,E01014287,66.196,33.8,29.4,66.196,1,1,636,1,1
E,E01015046,66.194,36.3,34.7,66.194,1,1,637,1,1
W,W01001530,63.9,39,23,66.16394318,1,1,638,1,1
E,E01012808,66.151,37.6,29.6,66.151,1,1,639,1,1
S,S01011387,67.14391133,34,27,66.14579082,1,1,640,1,1
S,S01010462,68.96927194,42,28,66.14512153,1,1,641,1,1
E,E01033669,66.139,36.2,27.1,66.139,1,1,642,1,1
E,E01019301,66.119,40.1,32.4,66.119,1,1,643,1,1
E,E01007338,66.116,37.8,36.1,66.116,1,1,644,1,1
E,E01033411,66.109,37.1,25.8,66.109,1,1,645,1,1
E,E01009107,66.106,44.3,27.5,66.106,1,1,646,1,1
E,E01033220,66.09,33.2,33.3,66.09,1,1,647.5,1,1
E,E01007291,66.09,38.8,29.7,66.09,1,1,647.5,1,1
S,S01012826,66.92065461,39,24,66.06899778,1,1,649,1,1
E,E01024615,66.056,38.1,34.3,66.056,1,1,650,1,1
E,E01006240,66.046,40.6,30.4,66.046,1,1,651,1,1
E,E01033678,66.044,37,27.1,66.044,1,1,652,1,1
E,E01006728,66.041,36.5,24.7,66.041,1,1,653,1,1
E,E01012408,66.032,38.2,31.9,66.032,1,1,654,1,1
W,W01000866,63.9,44,24,66.01468036,1,1,655,1,1
E,E01006771,66.012,35.2,32.4,66.012,1,1,656,1,1
E,E01005086,66.007,37.7,24.4,66.007,1,1,657,1,1
E,E01009585,65.988,38.2,24.9,65.988,1,1,658,1,1
E,E01006446,65.982,40.8,29.9,65.982,1,1,659,1,1
E,E01020757,65.979,38.1,32.3,65.979,1,1,660,1,1
E,E01009484,65.968,39.9,29.6,65.968,1,1,661,1,1
E,E01006598,65.962,39.1,28.5,65.962,1,1,662,1,1
S,S01010216,70.2496443,38,34,65.95632052,1,1,663,1,1
W,W01001689,63.9,39,22,65.9362722,1,1,664,1,1
S,S01009978,66.45059102,37,24,65.93545559,1,1,665,1,1
E,E01006732,65.932,41.3,29.1,65.932,1,1,666,1,1
E,E01012359,65.918,42.2,28.5,65.918,1,1,667,1,1
S,S01007871,66.79234225,37,25,65.91197684,1,1,668,1,1
E,E01006645,65.909,41.5,30.7,65.909,1,1,669,1,1
E,E01033469,65.897,39.6,29.9,65.897,1,1,670,1,1
W,W01001737,63.6,39,23,65.88289283,1,1,671,1,1
E,E01005586,65.87,37.1,27.9,65.87,1,1,672,1,1
E,E01011433,65.869,36.6,21.4,65.869,1,1,673,1,1
S,S01007461,67.81603659,35,29,65.8479311,1,1,674,1,1
E,E01032313,65.817,34.9,27.6,65.817,1,1,675,1,1
E,E01012327,65.809,42.5,31.8,65.809,1,1,676,1,1
E,E01014581,65.802,34.5,27.8,65.802,1,1,677,1,1
S,S01010181,66.33315713,35,25,65.79245931,1,1,678,1,1
E,E01008459,65.776,43.5,30.3,65.776,1,1,679,1,1
S,S01010643,66.14653074,38,23,65.77129134,1,1,680,1,1
E,E01011622,65.76,38.5,24.6,65.76,1,1,681,1,1
W,W01001617,62.3,40,28,65.72797611,1,1,682,1,1
E,E01009321,65.701,36.8,27.1,65.701,1,1,683,1,1
E,E01006447,65.697,41.5,30.9,65.697,1,1,684,1,1
S,S01013074,65.54296114,37,22,65.69346544,1,1,685,1,1
E,E01026112,65.692,42.6,26.3,65.692,1,1,686,1,1
E,E01014597,65.676,36,29.2,65.676,1,1,687,1,1
E,E01007131,65.635,37.1,30.1,65.635,1,1,688,1,1
E,E01006642,65.633,39.1,29.3,65.633,1,1,689,1,1
E,E01012637,65.624,37.6,30.5,65.624,1,1,690,1,1
E,E01005133,65.609,33.7,22.5,65.609,1,1,691,1,1
E,E01018351,65.598,39.2,32.4,65.598,1,1,692,1,1
E,E01008119,65.589,34.3,29.2,65.589,1,1,693,1,1
E,E01006108,65.582,39.1,27.2,65.582,1,1,694,1,1
E,E01008545,65.579,35.5,30,65.579,1,1,695,1,1
E,E01012131,65.566,39.3,35.3,65.566,1,1,696,1,1
E,E01011661,65.552,33,27.7,65.552,1,1,697,1,1
E,E01010926,65.546,44.6,29,65.546,1,1,698,1,1
E,E01006664,65.529,36.4,30.2,65.529,1,1,699,1,1
E,E01020807,65.527,40.3,35.3,65.527,1,1,700,1,1
S,S01012498,65.94064778,34,25,65.52266633,1,1,701,1,1
E,E01007769,65.519,35.5,20.9,65.519,1,1,702,1,1
E,E01010635,65.517,34.5,31.2,65.517,1,1,703,1,1
S,S01011512,67.5590463,35,29,65.51661625,1,1,704,1,1
E,E01019578,65.469,38,34.5,65.469,1,1,705,1,1
W,W01001345,63.2,43,24,65.43428296,1,1,706,1,1
E,E01024855,65.431,31.1,26.2,65.431,1,1,707,1,1
E,E01011624,65.404,40.2,24.8,65.404,1,1,708,1,1
E,E01012040,65.39,40.8,23.4,65.39,1,1,709,1,1
S,S01010204,66.74582275,37,26,65.38793499,1,1,710,1,1
E,E01006877,65.324,32.9,35.1,65.324,1,1,711,1,1
S,S01009632,66.29341133,31,28,65.29395186,1,1,712,1,1
S,S01009159,66.28443528,35,26,65.26557816,1,1,713,1,1
E,E01024907,65.256,31.2,25.7,65.256,1,1,714,1,1
E,E01012195,65.247,39.4,31.5,65.247,1,1,715,1,1
E,E01026083,65.238,36.5,31.7,65.238,1,1,716,1,1
E,E01007529,65.205,29.7,23.3,65.205,1,1,717,1,1
E,E01006967,65.193,36.5,37.1,65.193,1,1,718,1,1
E,E01008102,65.174,40.9,27.1,65.174,1,1,719,1,1
E,E01017038,65.164,39.2,26,65.164,1,1,720,1,1
S,S01007576,65.4685672,33,25,65.15028921,1,1,721,1,1
E,E01006679,65.143,45.4,30.6,65.143,1,1,722,1,1
E,E01009488,65.111,41.4,26.8,65.111,1,1,723,1,1
S,S01010496,66.34748955,36,26,65.11063384,1,1,724,1,1
E,E01013205,65.101,41.7,27,65.101,1,1,725,1,1
E,E01005099,65.054,39.8,29,65.054,1,1,726,1,1
E,E01006676,65.053,46.6,30,65.053,1,1,727,1,1
E,E01006872,65.045,37,31.7,65.045,1,1,728,1,1
S,S01009128,66.10170828,33,27,65.03840523,1,1,729,1,1
E,E01007739,65.032,36.8,28.5,65.032,1,1,730,1,1
E,E01012787,65.025,36.8,28,65.025,1,1,731,1,1
E,E01013144,65.021,37.1,35,65.021,1,1,732,1,1
E,E01012887,65.018,37.2,31.6,65.018,1,1,733,1,1
S,S01011571,64.45141573,30,24,65.01173801,1,1,734,1,1
E,E01006646,65.01,36.5,27,65.01,1,1,735,1,1
S,S01009943,66.61466,38,26,64.98260385,1,1,736,1,1
S,S01008708,66.58776805,34,28,64.96473612,1,1,737,1,1
S,S01011372,68.91981477,35,34,64.95059277,1,1,738,1,1
E,E01019141,64.948,34.6,29.3,64.948,1,1,739,1,1
E,E01012444,64.931,37.4,30.7,64.931,1,1,740,1,1
E,E01005377,64.915,39.6,26.6,64.915,1,1,741,1,1
E,E01006612,64.909,37,30.4,64.909,1,1,742,1,1
E,E01025154,64.903,34.6,31,64.903,1,1,743,1,1
E,E01011950,64.879,34.5,33.5,64.879,1,1,744,1,1
W,W01001180,61.8,36,25,64.87809293,1,1,745,1,1
E,E01015282,64.869,31.7,29.4,64.869,1,1,746,1,1
E,E01020759,64.864,42.6,32.2,64.864,1,1,747,1,1
S,S01010885,68.85653426,37,33,64.86060996,1,1,748,1,1
S,S01010228,66.68366023,35,28,64.85212682,1,1,749,1,1
E,E01008899,64.848,40.1,29.5,64.848,1,1,750,1,1
W,W01000425,62.9,38,21,64.84715345,1,1,751,1,1
E,E01012687,64.82,36.7,30.3,64.82,1,1,752,1,1
E,E01008390,64.816,42.4,29.5,64.816,1,1,753,1,1
E,E01007764,64.811,40.5,30.4,64.811,1,1,754,1,1
E,E01009358,64.81,36.4,26.6,64.81,1,1,755,1,1
E,E01005762,64.809,38,29.8,64.809,1,1,756,1,1
E,E01012382,64.805,40.3,33.4,64.805,1,1,757,1,1
W,W01000833,62.2,39,24,64.79899548,1,1,758,1,1
E,E01005935,64.786,34.8,28.4,64.786,1,1,759,1,1
E,E01011474,64.785,37,23.1,64.785,1,1,760,1,1
S,S01010491,67.72006619,39,29,64.77926652,1,1,761,1,1
E,E01008821,64.75,39.5,29.8,64.75,1,1,762,1,1
E,E01007013,64.749,37.5,27.2,64.749,1,1,763,1,1
E,E01014198,64.743,39.7,26.6,64.743,1,1,764,1,1
E,E01007543,64.733,33.3,26.7,64.733,1,1,765,1,1
S,S01007486,67.15180578,42,26,64.73015996,1,1,766,1,1
E,E01005653,64.724,43.1,27,64.724,1,1,767,1,1
E,E01012638,64.719,38,32.6,64.719,1,1,768,1,1
E,E01014800,64.685,34.5,32.7,64.685,1,1,769,1,1
E,E01002082,64.677,43.7,31.1,64.677,1,1,770,1,1
E,E01005948,64.673,33.2,27.1,64.673,1,1,771,1,1
S,S01009979,68.15270324,36,32,64.65352588,1,1,772,1,1
E,E01007253,64.651,44.6,43.8,64.651,1,1,773,1,1
E,E01012445,64.638,41.1,35.8,64.638,1,1,774,1,1
E,E01010965,64.614,41.3,30.2,64.614,1,1,775,1,1
E,E01006507,64.601,39.4,30.8,64.601,1,1,776,1,1
S,S01011244,69.37860847,39,34,64.59713646,1,1,777,1,1
E,E01012349,64.591,37.5,28.4,64.591,1,1,778,1,1
E,E01008332,64.583,40,24.2,64.583,1,1,779,1,1
E,E01006764,64.567,36,26.5,64.567,1,1,780,1,1
E,E01007411,64.564,36.9,30.5,64.564,1,1,781,1,1
E,E01005434,64.512,34.1,27.2,64.512,1,1,782,1,1
E,E01012128,64.488,44.6,31.4,64.488,1,1,783.5,1,1
E,E01005612,64.488,36.6,32.1,64.488,1,1,783.5,1,1
E,E01006755,64.483,37,25,64.483,1,1,785,1,1
E,E01007463,64.478,35.2,34.1,64.478,1,1,786,1,1
E,E01009127,64.464,35.3,26.3,64.464,1,1,787,1,1
E,E01005386,64.436,35.8,28.5,64.436,1,1,788,1,1
E,E01013480,64.431,32.2,24.5,64.431,1,1,789.5,1,1
E,E01010142,64.431,40,32.3,64.431,1,1,789.5,1,1
W,W01001203,61.4,40,26,64.42948306,1,1,791,1,1
E,E01006693,64.417,36.9,30.6,64.417,1,1,792,1,1
E,E01006662,64.388,39,29,64.388,1,1,793,1,1
S,S01011386,63.61065435,32,22,64.38348628,1,1,794,1,1
S,S01008707,66.15577528,40,25,64.38260354,1,1,795,1,1
E,E01013210,64.379,42.4,26.8,64.379,1,1,796,1,1
E,E01005353,64.361,39.8,28.8,64.361,1,1,797,1,1
E,E01020767,64.313,32.4,33.3,64.313,1,1,798,1,1
E,E01025592,64.295,41.9,31.2,64.295,1,1,799,1,1
E,E01011992,64.275,43,30.6,64.275,1,1,800,1,1
E,E01005097,64.268,40.9,27.9,64.268,1,1,801,1,1
E,E01014583,64.245,33.2,23.7,64.245,1,1,802,1,1
E,E01027806,64.235,31.9,27.6,64.235,1,1,803,1,1
E,E01013159,64.23,37,21.7,64.23,1,1,804,1,1
E,E01005289,64.222,36.6,28.3,64.222,1,1,805,1,1
E,E01018870,64.212,41.2,28.9,64.212,1,1,806,1,1
E,E01012878,64.186,38.9,26.1,64.186,1,1,807,1,1
E,E01017037,64.181,38.7,26.7,64.181,1,1,808,1,1
S,S01010316,65.80051981,37,26,64.16923954,1,1,809,1,1
E,E01014330,64.146,37.1,31.6,64.146,1,1,810,1,1
E,E01010416,64.145,40.6,29.1,64.145,1,1,811,1,1
E,E01026152,64.143,39.6,28.8,64.143,1,1,812,1,1
E,E01033646,64.138,29.2,28.5,64.138,1,1,813,1,1
S,S01010910,65.75319247,33,28,64.12502626,1,1,814,1,1
S,S01009859,65.5726248,34,27,64.12007011,1,1,815,1,1
S,S01012869,63.76951087,34,22,64.11581671,1,1,816,1,1
E,E01020841,64.108,41.7,30.8,64.108,1,1,817,1,1
E,E01027847,64.072,30.3,28.4,64.072,1,1,818,1,1
E,E01009500,64.062,38.2,24.9,64.062,1,1,819,1,1
S,S01007800,64.61739626,31,26,64.06135066,1,1,820,1,1
E,E01011677,64.061,37.6,27.1,64.061,1,1,821,1,1
E,E01011471,64.043,33.7,24.1,64.043,1,1,822,1,1
E,E01008022,64.028,37.3,31.5,64.028,1,1,823,1,1
E,E01015256,64.01,33.6,33.1,64.01,1,1,824,1,1
S,S01009535,65.48936258,40,24,63.98752498,1,1,825,1,1
S,S01010063,64.55377983,33,25,63.97093479,1,1,826,1,1
E,E01024618,63.965,28.2,26.6,63.965,1,1,827,1,1
E,E01018738,63.955,41,26.1,63.955,1,1,828,1,1
W,W01001473,61.2,35,23,63.93603701,1,1,829,1,1
E,E01006025,63.927,36,28.9,63.927,1,1,830,1,1
S,S01010331,65.78240775,34,28,63.92645633,1,1,831,1,1
E,E01013817,63.907,40.3,25,63.907,1,1,832,1,1
E,E01010606,63.905,33.9,23.2,63.905,1,1,833,1,1
E,E01012420,63.895,38,32.5,63.895,1,1,834,1,1
E,E01006572,63.887,40.2,27.5,63.887,1,1,835.5,1,1
E,E01012016,63.887,37.9,32,63.887,1,1,835.5,1,1
E,E01004794,63.88,43.3,29.7,63.88,1,1,837,1,1
E,E01011493,63.847,34.2,21.2,63.847,1,1,838,1,1
E,E01011348,63.844,38.2,25.3,63.844,1,1,839,1,1
E,E01007378,63.843,35.5,30.8,63.843,1,1,840,1,1
E,E01014222,63.829,37.2,28.5,63.829,1,1,841,1,1
E,E01009363,63.826,39.1,24,63.826,1,1,842,1,1
S,S01010157,65.89937051,39,26,63.82420978,1,1,843,1,1
E,E01005509,63.824,30.6,27.5,63.824,1,1,844,1,1
E,E01008916,63.81,39.7,23.7,63.81,1,1,845,1,1
E,E01024895,63.808,32.5,26.6,63.808,1,1,846,1,1
E,E01025136,63.805,35.1,27.3,63.805,1,1,847,1,1
E,E01026598,63.786,29.6,26.4,63.786,1,1,848,1,1
E,E01033763,63.779,37.5,26.3,63.779,1,1,849,1,1
S,S01009786,64.96087734,38,24,63.77866492,1,1,850,1,1
E,E01016033,63.76,40.3,28.3,63.76,1,1,851,1,1
E,E01009048,63.744,36.7,32.5,63.744,1,1,852,1,1
