DZcode,IMD_population
S01010430,937
S01010431,675
S01010432,902
S01010433,631
S01010434,620
S01010435,645
S01010436,799
S01010437,570
S01010438,873
S01010439,980
S01010440,626
S01010441,965
S01010442,768
S01010443,559
S01010444,660
S01010445,939
S01010446,825
S01010447,1029
S01010448,855
S01010449,736
S01010450,777
S01010451,851
S01010452,777
S01010453,761
S01010454,784
S01010455,886
S01010456,538
S01010457,547
S01010458,757
S01010459,553
S01010460,811
S01010461,639
S01010462,971
S01010463,798
S01010464,494
S01010465,957
S01010466,846
S01010467,899
S01010468,955
S01010469,585
S01010470,763
S01010471,688
S01010472,776
S01010473,798
S01010474,800
S01010475,737
S01010476,1182
S01010477,819
S01010478,970
S01010479,1080
S01010480,587
S01010481,629
S01010482,820
S01010483,1011
S01010484,547
S01010485,972
S01010486,919
S01010487,1022
S01010488,782
S01010489,1082
S01010490,689
S01010491,742
S01010492,568
S01010493,661
S01010494,597
S01010495,797
S01010496,841
S01010497,650
S01010498,935
S01010499,738
S01010500,1022
S01010501,1119
S01010502,806
S01010503,647
S01010504,590
S01010505,513
S01010506,902
S01010507,704
S01010508,1073
S01010509,1008
S01010510,932
S01010511,860
S01010512,584
S01010513,761
S01010514,712
S01010515,780
S01010516,617
S01010517,832
S01010518,645
S01010519,790
S01010520,900
S01010521,766
S01010522,578
S01010523,578
S01010524,494
S01010525,643
S01010526,804
S01010527,802
S01010528,629
S01010529,734
S01010530,663
S01010531,1113
S01010532,554
S01010533,573
S01010534,884
S01010535,728
S01010536,860
S01010537,790
S01010538,1069
S01010539,1056
S01010540,635
S01010541,861
S01010542,910
S01010543,598
S01010544,876
S01010545,725
S01010546,843
S01010547,763
S01010548,698
S01010549,1329
S01010550,510
S01010551,826
S01010552,764
S01010553,596
S01010554,726
S01010555,867
S01010556,1016
S01010557,628
S01010558,788
S01010559,888
S01010560,682
S01010561,683
S01010562,739
S01010563,517
S01010564,479
S01010565,589
S01010566,1111
S01010567,1111
S01010568,1114
S01010569,1104
S01010570,1067
S01010571,722
S01010572,734
S01010573,508
S01010574,588
S01010575,646
S01010576,797
S01010577,894
S01010578,536
S01010579,658
S01010580,531
S01010581,535
S01010582,723
S01010583,915
S01010584,989
S01010585,850
S01010586,813
S01010587,657
S01010588,667
S01010589,565
S01010590,944
S01010591,1386
S01010592,487
S01010593,1153
S01010594,740
S01010595,893
S01010596,1313
S01010597,968
S01010598,1090
S01010599,828
S01010600,906
S01010601,663
S01010602,515
S01010603,766
S01010604,480
S01010605,854
S01010606,810
S01010607,875
S01010608,699
S01010609,559
S01010610,632
S01010611,948
S01010612,769
S01010613,735
S01010614,603
S01010615,806
S01010616,778
S01010617,877
S01010618,671
S01010619,619
S01010620,674
S01010621,901
S01010622,653
S01010623,721
S01010624,630
S01010625,771
S01010626,957
S01010627,726
S01010628,946
S01010629,972
S01010630,616
S01010631,552
S01010632,921
S01010633,1025
S01010634,633
S01010635,769
S01010636,750
S01010637,510
S01010638,830
S01010639,1130
S01010640,714
S01010641,1015
S01010642,1023
S01010643,741
S01010644,672
S01010645,491
S01010646,650
S01010647,672
S01010648,606
S01010649,564
S01010650,1134
S01010651,659
S01010652,833
S01010653,577
S01010654,772
S01010655,981
S01010656,594
S01010657,669
S01010658,716
S01010659,656
S01010660,695
S01010661,588
S01010662,798
S01010663,1014
S01010664,867
S01010665,981
S01010666,991
S01010667,666
S01010668,1118
S01010669,604
S01010670,693
S01010671,749
S01010672,635
S01010673,944
S01010674,941
S01010675,677
S01010676,925
S01010677,541
S01010678,678
S01010679,577
S01010680,635
S01010681,1186
S01010682,1042
S01010683,965
S01010684,771
S01010685,580
S01010686,681
S01010687,845
S01010688,670
S01010689,795
S01010690,682
S01010691,767
S01010692,690
S01010693,509
S01010694,572
S01010695,756
S01010696,995
S01010697,1128
S01010698,817
S01010699,589
S01010700,603
S01010701,1030
S01010702,999
S01010703,871
S01010704,615
S01010705,1179
S01010706,768
S01010707,898
S01010708,551
S01010709,732
S01010710,779
S01010711,802
S01010712,710
S01010713,759
S01010714,721
S01010715,727
S01010716,851
S01010717,600
S01010718,1053
S01010719,655
S01010720,985
S01010721,646
S01010722,853
S01010723,919
S01010724,916
S01010725,903
S01010726,925
S01010727,655
S01010728,535
S01010729,719
S01010730,850
S01010731,854
S01010732,768
S01010733,512
S01010734,932
S01010735,627
S01010736,520
S01010737,1160
S01010738,581
S01010739,836
S01010740,487
S01010741,778
S01010742,721
S01010743,702
S01010744,1062
S01010745,545
S01010746,1017
S01010747,825
S01010748,623
S01010749,633
S01010750,603
S01010751,670
S01010752,787
S01010753,1086
S01010754,626
S01010755,603
S01010756,613
S01010757,729
S01010758,794
S01010759,577
S01010760,666
S01010761,549
S01010762,638
S01010763,643
S01010764,604
S01010765,972
S01010766,783
S01010767,653
S01010768,547
S01010769,511
S01010770,745
S01010771,832
S01010772,762
S01010773,749
S01010774,683
S01010775,689
S01010776,532
S01010777,527
S01010778,476
S01010779,706
S01010780,569
S01010781,692
S01010782,602
S01010783,562
S01010784,704
S01010785,663
S01010786,713
S01010787,845
S01010788,595
S01010789,692
S01010790,634
S01010791,828
S01010792,595
S01010793,688
S01010794,617
S01010795,943
S01010796,883
S01010797,785
S01010798,638
S01010799,791
S01010800,670
S01010801,658
S01010802,489
S01010803,562
S01010804,567
S01010805,802
S01010806,863
S01010807,574
S01010808,525
S01010809,742
S01010810,499
S01010811,851
S01010812,438
S01010813,494
S01010814,589
S01010815,429
S01010816,655
S01010817,928
S01010818,998
S01010819,761
S01010820,537
S01010821,603
S01010822,798
S01010823,496
S01010824,757
S01010825,905
S01010826,705
S01010827,577
S01010828,1153
S01010829,898
S01010830,500
S01010831,591
S01010832,643
S01010833,892
S01010834,911
S01010835,631
S01010836,775
S01010837,639
S01010838,815
S01010839,705
S01010840,453
S01010841,719
S01010842,876
S01010843,632
S01010844,642
S01010845,579
S01010846,694
S01010847,579
S01010848,766
S01010849,904
S01010850,921
S01010851,796
S01010852,689
S01010853,806
S01010854,864
S01010855,505
S01010856,811
S01010857,812
S01010858,616
S01010859,744
S01010860,555
S01010861,626
S01010862,529
S01010863,789
S01010864,538
S01010865,688
S01010866,709
S01010867,642
S01010868,813
S01010869,728
S01010870,755
S01010871,851
S01010872,663
S01010873,511
S01010874,764
S01010875,506
S01010876,661
S01010877,904
S01010878,1172
S01010879,766
S01010880,494
S01010881,575
S01010882,466
S01010883,804
S01010884,549
S01010885,715
S01010886,361
S01010887,716
S01010888,749
S01010889,531
S01010890,738
S01010891,446
S01010892,802
S01010893,468
S01010894,663
S01010895,367
S01010896,641
S01010897,745
S01010898,584
S01010899,541
S01010900,610
S01010901,653
S01010902,996
S01010903,754
S01010904,539
S01010905,972
S01010906,1071
S01010907,685
S01010908,576
S01010909,666
S01010910,529
S01010911,515
S01010912,555
S01010913,657
S01010914,619
S01010915,698
S01010916,467
S01010917,564
S01010918,684
S01010919,704
S01010920,602
S01010921,584
S01010922,853
S01010923,853
S01010924,539
S01010925,690
S01010926,770
S01010927,590
S01010928,731
S01010929,628
S01010930,939
S01010931,890
S01010932,715
S01010933,815
S01010934,984
S01010935,655
S01010936,691
S01010937,705
S01010938,805
S01010939,476
S01010940,634
S01010941,823
S01010942,677
S01010943,606
S01010944,574
S01010945,670
S01010946,935
S01010947,543
S01010948,651
S01010949,944
S01010950,859
S01010951,606
S01010952,534
S01010953,543
S01010954,736
S01010955,1013
S01010956,1276
S01010957,546
S01010958,470
S01010959,626
S01010960,1154
S01010961,532
S01010962,548
S01010963,897
S01010964,504
S01010965,529
S01010966,736
S01010967,687
S01010968,743
S01010969,628
S01010970,1054
S01010971,1045
S01010972,840
S01010973,490
S01010974,640
S01010975,490
S01010976,550
S01010977,699
S01010978,783
S01010979,865
S01010980,735
S01010981,695
S01010982,1274
S01010983,728
S01010984,669
S01010985,593
S01010986,571
S01010987,653
S01010988,611
S01010989,1234
S01010990,798
S01010991,2559
S01010992,611
S01010993,589
S01010994,1556
S01010995,648
S01010996,503
S01010997,637
S01010998,691
S01010999,903
S01011000,1149
S01011001,655
S01011002,718
S01011003,705
S01011004,632
S01011005,664
S01011006,1603
S01011007,671
S01011008,744
S01011009,488
S01011010,578
S01011011,802
S01011012,688
S01011013,811
S01011014,825
S01011015,407
S01011016,1624
S01011017,1413
S01011018,832
S01011019,1463
S01011020,718
S01011021,848
S01011022,593
S01011023,770
S01011024,793
S01011025,636
S01011026,527
S01011027,946
S01011028,975
S01011029,625
S01011030,890
S01011031,891
S01011032,792
S01011033,643
S01011034,615
S01011035,621
S01011036,605
S01011037,983
S01011038,1005
S01011039,939
S01011040,721
S01011041,749
S01011042,745
S01011043,717
S01011044,658
S01011045,781
S01011046,871
S01011047,973
S01011048,960
S01011049,655
S01011050,791
S01011051,1012
S01011052,812
S01011053,589
S01011054,537
S01011055,526
S01011056,734
S01011057,598
S01011058,632
S01011059,648
S01011060,860
S01011061,786
S01011062,877
S01011063,1097
S01011064,971
S01011065,717
S01011066,515
S01011067,554
S01011068,568
S01011069,522
S01011070,621
S01011071,820
S01011072,1316
S01011073,665
S01011074,610
S01011075,670
S01011076,662
S01011077,752
S01011078,1536
S01011079,993
S01011080,956
S01011081,760
S01011082,525
S01011083,759
S01011084,783
S01011085,885
S01011086,676
S01011087,543
S01011088,986
S01011089,628
S01011090,840
S01011091,653
S01011092,675
S01011093,1423
S01011094,1018
S01011095,823
S01011096,684
S01011097,743
S01011098,684
S01011099,765
S01011100,452
S01011101,604
S01011102,637
S01011103,567
S01011104,716
S01011105,793
S01011106,972
S01011107,1273
S01011108,545
S01011109,745
S01011110,659
S01011111,824
S01011112,1106
S01011113,935
S01011114,631
S01011115,866
S01011116,594
S01011117,721
S01011118,853
S01011119,876
S01011120,692
S01011121,520
S01011122,580
S01011123,1067
S01011124,639
S01011125,487
S01011126,435
S01011127,505
S01011128,700
S01011129,1007
S01011130,554
S01011131,694
S01011132,910
S01011133,453
S01011134,718
S01011135,736
S01011136,646
S01011137,504
S01011138,632
S01011139,1396
S01011140,513
S01011141,550
S01011142,1354
S01011143,946
S01011144,728
S01011145,683
S01011146,764
S01011147,940
S01011148,799
S01011149,1014
S01011150,899
S01011151,582
S01011152,647
S01011153,852
S01011154,541
S01011155,633
S01011156,527
S01011157,596
S01011158,524
S01011159,550
S01011160,898
S01011161,576
S01011162,515
S01011163,747
S01011164,919
S01011165,724
S01011166,451
S01011167,759
S01011168,899
S01011169,1414
S01011170,952
S01011171,811
S01011172,736
S01011173,562
S01011174,416
S01011175,589
S01011176,576
S01011177,849
S01011178,456
S01011179,567
S01011180,676
S01011181,532
S01011182,490
S01011183,552
S01011184,758
S01011185,645
S01011186,854
S01011187,626
S01011188,930
S01011189,801
S01011190,602
S01011191,549
S01011192,649
S01011193,705
S01011194,736
S01011195,706
S01011196,821
S01011197,880
S01011198,585
S01011199,800
S01011200,694
S01011201,563
S01011202,777
S01011203,773
S01011204,558
S01011205,782
S01011206,679
S01011207,725
S01011208,784
S01011209,620
S01011210,737
S01011211,676
S01011212,516
S01011213,1060
S01011214,950
S01011215,604
S01011216,414
S01011217,789
S01011218,979
S01011219,717
S01011220,845
S01011221,951
S01011222,762
S01011223,752
S01011224,640
S01011225,761
S01011226,998
S01011227,698
S01011228,757
S01011229,530
S01011230,951
S01011231,587
S01011232,973
S01011233,1090
S01011234,1010
S01011235,382
S01011236,501
S01011237,786
S01011238,598
S01011239,718
S01011240,620
S01011241,1071
S01011242,750
S01011243,943
S01011244,680
S01011245,784
S01011246,873
S01011247,829
S01011248,705
S01011249,670
S01011250,1035
S01011251,862
S01011252,759
S01011253,811
S01011254,835
S01011255,791
S01011256,517
S01011257,376
S01011258,554
S01011259,696
S01011260,652
S01011261,813
S01011262,484
S01011263,1284
S01011264,653
S01011265,1049
S01011266,880
S01011267,555
S01011268,346
S01011269,472
S01011270,664
S01011271,766
S01011272,737
S01011273,838
S01011274,846
S01011275,698
S01011276,933
S01011277,568
S01011278,443
S01011279,600
S01011280,554
S01011281,601
S01011282,992
S01011283,701
S01011284,612
S01011285,752
S01011286,752
S01011287,826
S01011288,720
S01011289,888
S01011290,1036
S01011291,775
S01011292,675
S01011293,727
S01011294,859
S01011295,1036
S01011296,542
S01011297,740
S01011298,655
S01011299,528
S01011300,895
S01011301,641
S01011302,803
S01011303,925
S01011304,664
S01011305,802
S01011306,537
S01011307,770
S01011308,489
S01011309,676
S01011310,696
S01011311,795
S01011312,1041
S01011313,690
S01011314,1021
S01011315,404
S01011316,745
S01011317,802
S01011318,949
S01011319,834
S01011320,531
S01011321,619
S01011322,605
S01011323,917
S01011324,449
S01011325,696
S01011326,767
S01011327,622
S01011328,727
S01011329,860
S01011330,730
S01011331,820
S01011332,828
S01011333,750
S01011334,746
S01011335,898
S01011336,599
S01011337,678
S01011338,623
S01011339,566
S01011340,660
S01011341,710
S01011342,700
S01011343,786
S01011344,841
S01011345,754
S01011346,631
S01011347,963
S01011348,902
S01011349,886
S01011350,647
S01011351,664
S01011352,642
S01011353,651
S01011354,703
S01011355,927
S01011356,954
S01011357,760
S01011358,514
S01011359,698
S01011360,753
S01011361,559
S01011362,557
S01011363,860
S01011364,652
S01011365,643
S01011366,488
S01011367,819
S01011368,1009
S01011369,810
S01011370,892
S01011371,945
S01011372,645
S01011373,642
S01011374,674
S01011375,651
S01011376,487
S01011377,1107
S01011378,765
S01011379,1162
S01011380,659
S01011381,639
S01011382,787
S01011383,676
S01011384,794
S01011385,974
S01011386,712
S01011387,791
S01011388,1104
S01011389,745
S01011390,809
S01011391,620
S01011392,676
S01011393,783
S01011394,592
S01011395,670
S01011396,770
S01011397,831
S01011398,741
S01011399,503
S01011400,663
S01011401,620
S01011402,944
S01011403,514
S01011404,927
S01011405,645
S01011406,715
S01011407,1082
S01011408,823
S01011409,871
S01011410,630
S01011411,633
S01011412,823
S01011413,531
S01011414,839
S01011415,861
S01011416,572
S01011417,790
S01011418,544
S01011419,556
S01011420,465
S01011421,663
S01011422,587
S01011423,541
S01011424,560
S01011425,844
S01011426,1586
S01011427,637
S01011428,503
S01011429,1120
S01011430,880
S01011431,1047
S01011432,997
S01011433,894
S01011434,549
S01011435,921
S01011436,688
S01011437,713
S01011438,503
S01011439,847
S01011440,539
S01011441,731
S01011442,691
S01011443,567
S01011444,730
S01011445,563
S01011446,698
S01011447,879
S01011448,868
S01011449,510
S01011450,730
S01011451,1588
S01011452,881
S01011453,703
S01011454,755
S01011455,719
S01011456,761
S01011457,855
S01011458,1257
S01011459,1048
S01011460,729
S01011461,671
S01011462,838
S01011463,1030
S01011464,687
S01011465,511
S01011466,764
S01011467,524
S01011468,929
S01011469,862
S01011470,1058
S01011471,840
S01011472,882
S01011473,714
S01011474,787
S01011475,573
S01011476,476
S01011477,797
S01011478,1023
S01011479,801
S01011480,988
S01011481,918
S01011482,869
S01011483,498
S01011484,821
S01011485,977
S01011486,560
S01011487,1141
S01011488,693
S01011489,746
S01011490,985
S01011491,473
S01011492,679
S01011493,509
S01011494,714
S01011495,811
S01011496,684
S01011497,580
S01011498,680
S01011499,792
S01011500,470
S01011501,571
S01011502,737
S01011503,613
S01011504,873
S01011505,748
S01011506,540
S01011507,627
S01011508,935
S01011509,563
S01011510,1083
S01011511,507
S01011512,859
S01011513,746
S01011514,945
S01011515,485
S01011516,838
S01011517,519
S01011518,662
S01011519,719
S01011520,608
S01011521,948
S01011522,861
S01011523,767
S01011524,824
S01011525,857
S01011526,971
S01011527,646
S01011528,942
S01011529,509
S01011530,903
S01011531,1085
S01011532,687
S01011533,680
S01011534,746
S01011535,965
S01011536,626
S01011537,516
S01011538,636
S01011539,717
S01011540,1079
S01011541,979
S01011542,888
S01011543,777
S01011544,659
S01011545,602
S01011546,681
S01011547,609
S01011548,763
S01011549,771
S01011550,704
S01011551,536
S01011552,662
S01011553,1069
S01011554,806
S01011555,548
S01011556,492
S01011557,710
S01011558,543
S01011559,604
S01011560,716
S01011561,786
S01011562,648
S01011563,717
S01011564,983
S01011565,894
S01011566,880
S01011567,972
S01011568,821
S01011569,950
S01011570,679
S01011571,585
S01011572,599
S01011573,1097
S01011574,765
S01011575,545
S01011576,992
S01011577,643
S01011578,761
S01011579,1055
S01011580,931
S01011581,754
S01011582,1103
S01011583,686
S01011584,682
S01011585,683
S01011586,505
S01011587,601
S01011588,760
S01011589,869
S01011590,684
S01011591,545
S01011592,667
S01011593,708
S01011594,432
S01011595,553
S01011596,945
S01011597,639
S01011598,801
S01011599,797
S01011600,712
S01011601,798
S01011602,822
S01011603,788
S01011604,688
S01011605,844
S01011606,1075
S01011607,526
S01011608,947
S01011609,927
S01011610,824
S01011611,1023
S01011612,747
S01011613,830
S01011614,425
S01011615,723
S01011616,456
S01011617,836
S01011618,612
S01011619,1080
S01011620,1259
S01011621,795
S01011622,675
S01011623,697
S01011624,653
S01011625,510
S01011626,724
S01011627,710
S01011628,986
S01011629,585
S01011630,613
S01011631,647
S01011632,691
S01011633,706
S01011634,562
S01011635,676
S01011636,707
S01011637,675
S01011638,467
S01011639,551
S01011640,656
S01011641,464
S01011642,732
S01011643,828
S01011644,696
S01011645,534
S01011646,649
S01011647,809
S01011648,1094
S01011649,542
S01011650,691
S01011651,893
S01011652,669
S01011653,828
S01011654,989
S01011655,882
S01011656,570
S01011657,494
S01011658,654
S01011659,776
S01011660,847
S01011661,477
S01011662,645
S01011663,894
S01011664,1046
S01011665,803
S01011666,796
S01011667,816
S01011668,995
S01011669,633
S01011670,515
S01011671,668
S01011672,599
S01011673,620
S01011674,1350
S01011675,925
S01011676,641
S01011677,749
S01011678,438
S01011679,657
S01011680,1007
S01011681,809
S01011682,621
S01011683,1475
S01011684,555
S01011685,890
S01011686,765
S01011687,804
S01011688,1289
S01011689,761
S01011690,1113
S01011691,684
S01011692,1058
S01011693,827
S01011694,580
S01011695,1285
S01011696,1132
S01011697,1067
S01011698,914
S01011699,926
S01011700,722
S01011701,1051
S01011702,716
S01011703,912
S01011704,756
S01011705,733
S01011706,998
S01011707,762
S01011708,934
S01011709,1007
S01011710,571
S01011711,630
S01011712,516
S01011713,807
S01011714,537
S01011715,637
S01011716,876
S01011717,662
S01011718,887
S01011719,683
S01011720,469
S01011721,699
S01011722,699
S01011723,1055
S01011724,677
S01011725,639
S01011726,506
S01011727,968
S01011728,907
S01011729,660
S01011730,784
S01011731,860
S01011732,724
S01011733,769
S01011734,727
S01011735,708
S01011736,756
S01011737,682
S01011738,922
S01011739,616
S01011740,818
S01011741,605
S01011742,725
S01011743,711
S01011744,696
S01011745,711
S01011746,517
S01011747,932
S01011748,854
S01011749,777
S01011750,812
S01011751,782
S01011752,920
S01011753,844
S01011754,699
S01011755,912
S01011756,869
S01011757,684
S01011758,596
S01011759,776
S01011760,857
S01011761,741
S01011762,665
S01011763,736
S01011764,345
S01011765,904
S01011766,536
S01011767,839
S01011768,855
S01011769,513
S01011770,852
S01011771,602
S01011772,1055
S01011773,559
S01011774,919
S01011775,663
S01011776,1190
S01011777,660
S01011778,678
S01011779,793
S01011780,891
S01011781,554
S01011782,640
S01011783,536
S01011784,727
S01011785,803
S01011786,484
S01011787,961
S01011788,684
S01011789,1453
S01011790,1194
S01011791,706
S01011792,889
S01011793,1168
S01011794,836
S01011795,637
S01011796,742
S01011797,981
S01011798,544
S01011799,855
S01011800,492
S01011801,536
S01011802,693
S01011803,598
S01011804,727
S01011805,553
S01011806,829
S01011807,1070
S01011808,720
S01011809,696
S01011810,1036
S01011811,1113
S01011812,665
S01011813,816
S01011814,760
S01011815,895
S01011816,826
S01011817,1034
S01011818,1022
S01011819,734
S01011820,920
S01011821,411
S01011822,638
S01011823,627
S01011824,623
S01011825,512
S01011826,606
S01011827,516
S01011828,981
S01011829,457
S01011830,560
S01011831,845
S01011832,808
S01011833,1014
S01011834,577
S01011835,926
S01011836,851
S01011837,712
S01011838,893
S01011839,974
S01011840,1114
S01011841,990
S01011842,935
S01011843,1142
S01011844,850
S01011845,821
S01011846,929
S01011847,488
S01011848,664
S01011849,972
S01011850,1162
S01011851,886
S01011852,998
S01011853,804
S01011854,820
S01011855,826
S01011856,709
S01011857,724
S01011858,906
S01011859,854
S01011860,609
S01011861,740
S01011862,992
S01011863,845
S01011864,705
S01011865,554
S01011866,801
S01011867,978
S01011868,881
S01011869,766
S01011870,667
S01011871,1518
S01011872,993
S01011873,739
S01011874,642
S01011875,686
S01011876,989
S01011877,568
S01011878,1739
S01011879,571
S01011880,615
S01011881,936
S01011882,937
S01011883,1389
S01011884,439
S01011885,735
S01011886,863
S01011887,572
S01011888,861
S01011889,923
S01011890,683
S01011891,1091
S01011892,988
S01011893,974
S01011894,595
S01011895,669
S01011896,865
S01011897,1019
S01011898,653
S01011899,740
S01011900,759
S01011901,893
S01011902,1047
S01011903,786
S01011904,824
S01011905,743
S01011906,416
S01011907,744
S01011908,369
S01011909,1109
S01011910,742
S01011911,662
S01011912,721
S01011913,713
S01011914,836
S01011915,828
S01011916,576
S01011917,497
S01011918,817
S01011919,971
S01011920,603
S01011921,632
S01011922,769
S01011923,920
S01011924,420
S01011925,801
S01011926,606
S01011927,632
S01011928,678
S01011929,702
S01011930,649
S01011931,832
S01011932,682
S01011933,622
S01011934,1091
S01011935,810
S01011936,789
S01011937,703
S01011938,653
S01011939,697
S01011940,516
S01011941,761
S01011942,888
S01011943,1129
S01011944,480
S01011945,765
S01011946,740
S01011947,486
S01011948,1232
S01011949,782
S01011950,771
S01011951,627
S01011952,583
S01011953,863
S01011954,486
S01011955,962
S01011956,973
S01011957,998
S01011958,1201
S01011959,879
S01011960,1091
S01011961,817
S01011962,759
S01011963,656
S01011964,1030
S01011965,806
S01011966,846
S01011967,1182
S01011968,985
S01011969,986
S01011970,918
S01011971,608
S01011972,1156
S01011973,623
S01011974,962
S01011975,455
S01011976,739
S01011977,1122
S01011978,772
S01011979,1029
S01011980,464
S01011981,916
S01011982,940
S01011983,746
S01011984,681
S01011985,656
S01011986,625
S01011987,1002
S01011988,641
S01011989,825
S01011990,935
S01011991,690
S01011992,899
S01011993,810
S01011994,853
S01011995,823
S01011996,548
S01011997,901
S01011998,591
S01011999,641
S01012000,438
S01012001,668
S01012002,619
S01012003,532
S01012004,928
S01012005,869
S01012006,1284
S01012007,749
S01012008,1146
S01012009,711
S01012010,1321
S01012011,1159
S01012012,697
S01012013,772
S01012014,857
S01012015,978
S01012016,765
S01012017,510
S01012018,831
S01012019,794
S01012020,736
S01012021,538
S01012022,630
S01012023,562
S01012024,890
S01012025,674
S01012026,672
S01012027,1069
S01012028,884
S01012029,1925
S01012030,1956
S01012031,569
S01012032,360
S01012033,796
S01012034,781
S01012035,866
S01012036,794
S01012037,1136
S01012038,868
S01012039,984
S01012040,693
S01012041,869
S01012042,966
S01012043,877
S01012044,906
S01012045,1037
S01012046,679
S01012047,800
S01012048,761
S01012049,662
S01012050,918
S01012051,456
S01012052,796
S01012053,658
S01012054,673
S01012055,786
S01012056,788
S01012057,744
S01012058,676
S01012059,833
S01012060,770
S01012061,921
S01012062,1228
S01012063,543
S01012064,651
S01012065,684
S01012066,876
S01012067,530
S01012068,480
S01012069,432
S01012070,727
S01012071,1048
S01012072,1066
S01012073,743
S01012074,712
S01012075,654
S01012076,621
S01012077,722
S01012078,1085
S01012079,893
S01012080,851
S01012081,726
S01012082,565
S01012083,716
S01012084,552
S01012085,648
S01012086,918
S01012087,728
S01012088,729
S01012089,795
S01012090,859
S01012091,508
S01012092,494
S01012093,517
S01012094,783
S01012095,1051
S01012096,826
S01012097,741
S01012098,602
S01012099,839
S01012100,1044
S01012101,748
S01012102,642
S01012103,878
S01012104,862
S01012105,1070
S01012106,1053
S01012107,628
S01012108,899
S01012109,982
S01012110,780
S01012111,668
S01012112,702
S01012113,942
S01012114,935
S01012115,515
S01012116,579
S01012117,1319
S01012118,635
S01012119,873
S01012120,535
S01012121,1077
S01012122,743
S01012123,480
S01012124,492
S01012125,732
S01012126,761
S01012127,1313
S01012128,522
S01012129,655
S01012130,1019
S01012131,1070
S01012132,767
S01012133,775
S01012134,1178
S01012135,845
S01012136,869
S01012137,793
S01012138,950
S01012139,921
S01012140,494
S01012141,961
S01012142,942
S01012143,877
S01012144,990
S01012145,995
S01012146,965
S01012147,714
S01012148,694
S01012149,891
S01012150,838
S01012151,689
S01012152,732
S01012153,531
S01012154,774
S01012155,509
S01012156,1023
S01012157,1068
S01012158,1187
S01012159,462
S01012160,663
S01012161,431
S01012162,1148
S01012163,758
S01012164,1134
S01012165,918
S01012166,575
S01012167,776
S01012168,814
S01012169,873
S01012170,960
S01012171,934
S01012172,689
S01012173,717
S01012174,851
S01012175,753
S01012176,741
S01012177,591
S01012178,494
S01012179,578
S01012180,557
S01012181,764
S01012182,2284
S01012183,1032
S01012184,809
S01012185,725
S01012186,704
S01012187,620
S01012188,555
S01012189,632
S01012190,557
S01012191,775
S01012192,497
S01012193,523
S01012194,552
S01012195,1108
S01012196,503
S01012197,703
S01012198,866
S01012199,702
S01012200,627
S01012201,744
S01012202,595
S01012203,748
S01012204,720
S01012205,638
S01012206,816
S01012207,900
S01012208,1013
S01012209,739
S01012210,736
S01012211,840
S01012212,721
S01012213,764
S01012214,691
S01012215,749
S01012216,667
S01012217,565
S01012218,539
S01012219,841
S01012220,627
S01012221,613
S01012222,888
S01012223,705
S01012224,783
S01012225,1050
S01012226,709
S01012227,603
S01012228,701
S01012229,660
S01012230,917
S01012231,786
S01012232,835
S01012233,899
S01012234,1097
S01012235,543
S01012236,684
S01012237,744
S01012238,555
S01012239,586
S01012240,820
S01012241,562
S01012242,808
S01012243,653
S01012244,1002
S01012245,781
S01012246,985
S01012247,852
S01012248,803
S01012249,839
S01012250,914
S01012251,921
S01012252,651
S01012253,869
S01012254,866
S01012255,925
S01012256,1022
S01012257,890
S01012258,737
S01012259,691
S01012260,963
S01012261,896
S01012262,977
S01012263,695
S01012264,461
S01012265,761
S01012266,1166
S01012267,753
S01012268,612
S01012269,948
S01012270,780
S01012271,1643
S01012272,711
S01012273,906
S01012274,871
S01012275,781
S01012276,958
S01012277,1057
S01012278,684
S01012279,736
S01012280,949
S01012281,683
S01012282,1053
S01012283,890
S01012284,785
S01012285,514
S01012286,1020
S01012287,865
S01012288,757
S01012289,888
S01012290,578
S01012291,1132
S01012292,754
S01012293,450
S01012294,793
S01012295,779
S01012296,948
S01012297,614
S01012298,842
S01012299,628
S01012300,629
S01012301,886
S01012302,597
S01012303,981
S01012304,1069
S01012305,779
S01012306,559
S01012307,591
S01012308,827
S01012309,607
S01012310,881
S01012311,514
S01012312,975
S01012313,736
S01012314,802
S01012315,692
S01012316,604
S01012317,688
S01012318,771
S01012319,718
S01012320,584
S01012321,860
S01012322,991
S01012323,853
S01012324,880
S01012325,563
S01012326,525
S01012327,783
S01012328,611
S01012329,841
S01012330,554
S01012331,719
S01012332,953
S01012333,1013
S01012334,918
S01012335,934
S01012336,627
S01012337,799
S01012338,686
S01012339,589
S01012340,1077
S01012341,925
S01012342,1047
S01012343,979
S01012344,650
S01012345,681
S01012346,863
S01012347,765
S01012348,695
S01012349,833
S01012350,750
S01012351,833
S01012352,741
S01012353,725
S01012354,777
S01012355,908
S01012356,695
S01012357,905
S01012358,768
S01012359,760
S01012360,760
S01012361,621
S01012362,872
S01012363,1063
S01012364,631
S01012365,833
S01012366,767
S01012367,899
S01012368,601
S01012369,823
S01012370,994
S01012371,916
S01012372,673
S01012373,960
S01012374,873
S01012375,843
S01012376,1017
S01012377,643
S01012378,576
S01012379,500
S01012380,871
S01012381,782
S01012382,919
S01012383,830
S01012384,485
S01012385,677
S01012386,996
S01012387,910
S01012388,732
S01012389,951
S01012390,787
S01012391,1112
S01012392,811
S01012393,817
S01012394,664
S01012395,568
S01012396,600
S01012397,799
S01012398,806
